,accession,pred_prob,protein,protein_probability,mRNA,y
1267,YLR325C,0.6102302074432373,YLR325C,0.22,30.55,1
1268,YPL084W,0.28321561217308044,YPL084W,0.0,0.92,1
1269,YOL049W,0.5758998394012451,YOL049W,0.0,1.84,1
1270,YBR128C,0.4666469395160675,YBR128C,0.0,0.77,0
1271,YLL027W,0.518153190612793,YLL027W,0.35,1.33,0
1272,YDL008W,0.17776066064834595,YDL008W,0.0,1.65,0
1273,YPL143W,0.9400224685668945,YPL143W,1.0,29.58,1
1274,YNL328C,0.6087175011634827,YNL328C,0.0,0.66,0
1275,YKL222C,0.3728504478931427,YKL222C,0.0,0.43,0
1276,YOR253W,0.5257611274719238,YOR253W,0.0,4.03,1
1277,YEL022W,0.20120471715927124,YEL022W,0.0,1.84,1
1278,YPR068C,0.5611545443534851,YPR068C,0.0,0.47,0
1279,YLR112W,0.29754403233528137,YLR112W,0.0,1.19,0
1280,YBR279W,0.5124372839927673,YBR279W,0.0,1.44,1
1281,YDL059C,0.45708635449409485,YDL059C,0.0,0.62,0
1282,YFL027C,0.5022828578948975,YFL027C,0.0,0.73,0
1283,YDL181W,0.30438849329948425,YDL181W,0.0,1.83,1
1284,YOR117W,0.531818687915802,YOR117W,0.0,2.51,1
1285,YOL110W,0.3189358115196228,YOL110W,0.0,0.86,0
1286,YKL023W,0.3702074885368347,YKL023W,0.0,0.64,0
1287,YMR246W,0.4188240170478821,YMR246W,0.0,3.45,1
1288,YAR073W,0.3736615777015686,YAR073W,0.0,1.62,1
1289,YOR258W,0.27211034297943115,YOR258W,0.0,1.15,0
1290,YPL193W,0.41921719908714294,YPL193W,0.0,0.81,0
1291,YPL042C,0.6294884085655212,YPL042C,0.99,0.72,0
1292,YER121W,0.2087508589029312,YER121W,0.0,0.47,0
1293,YAL021C,0.6618119478225708,YAL021C,0.28,1.39,1
1294,YPL020C,0.29872193932533264,YPL020C,0.0,1.27,0
1295,YLR024C,0.36776435375213623,YLR024C,0.0,0.61,0
1296,YMR294W-A,0.17776066064834595,YMR294W-A,0.0,1.52,0
1297,YOL015W,0.3381916880607605,YOL015W,0.39,0.6,0
1298,YNL220W,0.5115190744400024,YNL220W,0.0,7.3,1
1299,YLR073C,0.31869345903396606,YLR073C,0.0,1.25,0
1300,YIL070C,0.3414823114871979,YIL070C,0.0,1.52,1
1301,YOR211C,0.3406531810760498,YOR211C,0.0,1.17,1
1302,YOR304C-A,0.5817960500717163,YOR304C-A,0.0,2.49,0
1303,YBR032W,0.466320663690567,YBR032W,0.0,0.6,0
1304,YOL097C,0.5338357090950012,YOL097C,0.0,3.99,1
1305,YGR285C,0.8814379572868347,YGR285C,0.93,12.32,1
1306,YIR026C,0.5133068561553955,YIR026C,0.0,1.4,1
1307,YOL165C,0.23340877890586853,YOL165C,0.0,0.42,0
1308,YBL076C,0.9229077100753784,YBL076C,1.0,3.9,1
1309,YIL035C,0.585543692111969,YIL035C,0.0,2.94,1
1310,YDR498C,0.4285133481025696,YDR498C,0.0,0.93,0
1311,YDR037W,0.944625735282898,YDR037W,1.0,7.93,1
1312,YHR146W,0.24492022395133972,YHR146W,0.0,4.72,1
1313,YDR068W,0.3825579583644867,YDR068W,0.0,1.04,0
1314,YIL038C,0.6340880393981934,YIL038C,0.52,1.63,1
1315,YER038C,0.37847986817359924,YER038C,0.0,0.48,0
1316,YMR160W,0.630403995513916,YMR160W,0.59,0.66,0
1317,YNL010W,0.6272426843643188,YNL010W,0.0,5.06,1
1318,YFL057C,0.22457775473594666,YFL057C,0.0,1.16,0
1319,YEL015W,0.4545624256134033,YEL015W,0.0,1.3,1
1320,YDR050C,0.9391005635261536,YDR050C,1.0,30.67,1
1321,YOR284W,0.3381826877593994,YOR284W,0.0,0.47,0
1322,YHL022C,0.3537946045398712,YHL022C,0.0,0.78,0
1323,YDR140W,0.6378540992736816,YDR140W,0.0,1.04,0
1324,YJL159W,0.5154572129249573,YJL159W,0.0,7.51,0
1325,YGL106W,0.5683799982070923,YGL106W,0.0,5.85,1
1326,YDR427W,0.31230494379997253,YDR427W,0.0,5.27,1
1327,YOL063C,0.29362303018569946,YOL063C,0.0,0.79,0
1328,YPR049C,0.5485535264015198,YPR049C,0.0,0.54,0
1329,YDL238C,0.5759931206703186,YDL238C,0.0,0.7,0
1330,YKL019W,0.44967374205589294,YKL019W,0.0,2.06,0
1331,YLL024C,0.8568640947341919,YLL024C,1.0,22.55,1
1332,YBL103C,0.601599395275116,YBL103C,0.0,0.36,0
1333,YOR312C,0.9447222948074341,YOR312C,1.0,25.95,1
1334,YPL196W,0.464566171169281,YPL196W,0.0,1.1,0
1335,YJR125C,0.32483047246932983,YJR125C,0.0,2.84,1
1336,YML095C,0.29263463616371155,YML095C,0.0,0.77,0
1337,YLR319C,0.49382272362709045,YLR319C,0.0,0.7,1
1338,YEL049W,0.17776066064834595,YEL049W,0.0,0.53,0
1339,YDR358W,0.2882935702800751,YDR358W,0.0,0.49,1
1340,YDR310C,0.7018783092498779,YDR310C,0.85,0.87,0
1341,YNL129W,0.29830479621887207,YNL129W,0.0,1.09,0
1342,YPL184C,0.536046028137207,YPL184C,0.0,1.07,0
1343,YLR239C,0.6356898546218872,YLR239C,0.0,0.97,0
1344,YNL165W,0.2762354612350464,YNL165W,0.45,1.11,0
1345,YGR229C,0.6015899181365967,YGR229C,0.0,3.28,1
1346,YDR248C,0.5983620882034302,YDR248C,0.0,1.08,0
1347,YDR383C,0.4190146028995514,YDR383C,0.0,1.47,0
1348,YHL029C,0.350788950920105,YHL029C,0.0,0.93,0
1349,YJR035W,0.42590829730033875,YJR035W,0.0,0.61,0
1350,YDL002C,0.25196322798728943,YDL002C,0.0,1.61,0
1351,YIL118W,0.20114833116531372,YIL118W,0.0,3.13,1
1352,YMR287C,0.48378893733024597,YMR287C,0.0,1.07,0
1353,YGL193C,0.38129910826683044,YGL193C,0.0,1.04,0
1354,YEL068C,0.3765411674976349,YEL068C,0.0,1.13,0
1355,YBR258C,0.27716386318206787,YBR258C,0.0,0.72,0
1356,YOR289W,0.5177710652351379,YOR289W,0.0,0.72,0
1357,YPL088W,0.6679478883743286,YPL088W,0.4,2.31,0
1358,YBR238C,0.33542707562446594,YBR238C,0.24,0.9,0
1359,YDR021W,0.4103667140007019,YDR021W,0.0,1.12,1
1360,YMR060C,0.49319374561309814,YMR060C,0.0,0.85,0
1361,YBL085W,0.6472468376159668,YBL085W,0.94,1.65,1
1362,YMR091C,0.31409749388694763,YMR091C,0.0,1.64,1
1363,YHR008C,0.6378540992736816,YHR008C,0.0,3.35,1
1364,YBL071C,0.1828344613313675,YBL071C,0.0,1.09,0
1365,YLR075W,0.9448001980781555,YLR075W,1.0,64.25,1
1366,YCR069W,0.3571165204048157,YCR069W,0.0,1.11,0
1367,YML112W,0.36536774039268494,YML112W,0.0,0.76,0
1368,YHL034C,0.6378540992736816,YHL034C,0.0,7.31,1
1369,YML050W,0.4459993839263916,YML050W,0.0,0.38,0
1370,YER142C,0.27783846855163574,YER142C,0.0,0.74,0
1371,YOR233W,0.2964092493057251,YOR233W,0.0,0.86,0
1372,YPL002C,0.4929490089416504,YPL002C,0.0,1.68,0
1373,YPR034W,0.607433557510376,YPR034W,0.0,0.85,0
1374,YIR006C,0.3367338180541992,YIR006C,0.0,1.47,1
1375,YMR074C,0.6285796165466309,YMR074C,0.55,2.67,1
1376,YJR059W,0.19572970271110535,YJR059W,0.0,1.82,1
1377,YFR002W,0.6149410605430603,YFR002W,0.49,0.9,1
1378,YDR489W,0.2470502257347107,YDR489W,0.0,0.73,0
1379,YER091C,0.9449218511581421,YER091C,1.0,2.85,1
1380,YMR065W,0.22265185415744781,YMR065W,0.0,0.69,0
1381,YHR183W,0.9451009035110474,YHR183W,1.0,10.88,1
1382,YPL148C,0.5742465257644653,YPL148C,0.0,0.79,0
1383,YGL243W,0.29347094893455505,YGL243W,0.0,0.68,0
1384,YGR091W,0.38893958926200867,YGR091W,0.0,0.73,0
1385,YDL083C,0.9144883751869202,YDL083C,1.0,25.78,1
1386,YBR048W,0.9447461366653442,YBR048W,1.0,12.64,1
1387,YIL116W,0.5868483781814575,YIL116W,0.0,1.67,1
1388,YNL132W,0.5120173692703247,YNL132W,0.0,1.43,1
1389,YOR296W,0.3424361050128937,YOR296W,0.0,0.66,0
1390,YBR217W,0.23624417185783386,YBR217W,0.0,2.05,0
1391,YLR290C,0.36091482639312744,YLR290C,0.0,1.28,0
1392,YMR186W,0.9449822306632996,YMR186W,1.0,14.23,1
1393,YCR027C,0.4619459807872772,YCR027C,0.0,0.5,0
1394,YJR107W,0.4674643874168396,YJR107W,0.0,0.47,0
1395,YPR013C,0.5722945928573608,YPR013C,0.0,0.73,0
1396,YBR037C,0.4201818108558655,YBR037C,0.25,0.87,0
1397,YBR204C,0.6196617484092712,YBR204C,0.0,0.6,0
1398,YLR063W,0.41501185297966003,YLR063W,0.0,0.74,0
1399,YKL189W,0.31596770882606506,YKL189W,0.0,1.25,0
1400,YBR114W,0.6053839921951294,YBR114W,0.29,0.54,0
1401,YOR249C,0.2806352972984314,YOR249C,0.0,0.66,0
1402,YLR244C,0.5669801831245422,YLR244C,0.0,3.46,1
1403,YMR184W,0.43941858410835266,YMR184W,0.0,1.44,0
1404,YPR031W,0.36585789918899536,YPR031W,0.51,0.87,0
1405,YCR004C,0.37408527731895447,YCR004C,0.0,3.83,1
1406,YMR220W,0.3772435188293457,YMR220W,0.0,1.35,1
1407,YER020W,0.3487820327281952,YER020W,0.0,1.63,1
1408,YJR145C,0.5449417233467102,YJR145C,0.0,28.93,1
1409,YDL139C,0.2684619724750519,YDL139C,0.0,0.43,0
1410,YDR337W,0.5045527815818787,YDR337W,0.0,1.09,1
1411,YHR212C,0.3364921510219574,YHR212C,0.22,0.32,0
1412,YDR192C,0.3559226989746094,YDR192C,0.0,1.0,0
1413,YDR304C,0.4874213933944702,YDR304C,0.0,5.81,1
1414,YJR053W,0.29408663511276245,YJR053W,0.0,0.29,0
1415,YJL016W,0.19117188453674316,YJL016W,0.0,1.2,0
1416,YEL013W,0.2890321612358093,YEL013W,0.0,1.58,1
1417,YPR167C,0.5342248678207397,YPR167C,0.0,1.66,0
1418,YPL028W,0.9098124504089355,YPL028W,0.86,6.41,1
1419,YBR191W,0.9436895251274109,YBR191W,0.99,49.18,1
1420,YLR254C,0.23599886894226074,YLR254C,0.0,1.18,0
1421,YIR039C,0.5604057908058167,YIR039C,0.0,0.28,0
1422,YBR092C,0.49540355801582336,YBR092C,0.0,2.85,1
1423,YDL077C,0.5256437659263611,YDL077C,0.0,0.95,0
1424,YLR186W,0.25770917534828186,YLR186W,0.0,3.03,1
1425,YPL231W,0.9448410868644714,YPL231W,1.0,6.44,1
1426,YHR202W,0.23160824179649353,YHR202W,0.0,0.68,0
1427,YOR355W,0.4993446171283722,YOR355W,0.0,1.9,0
1428,YBL072C,0.9419450163841248,YBL072C,1.0,41.1,1
1429,YLL041C,0.49326810240745544,YLL041C,0.0,1.19,1
1430,YER102W,0.5887583494186401,YER102W,0.0,66.87,1
1431,YHR158C,0.48611947894096375,YHR158C,0.0,0.87,1
1432,YMR263W,0.18497486412525177,YMR263W,0.0,0.92,0
1433,YOR341W,0.48885539174079895,YOR341W,0.0,2.0,1
1434,YGR253C,0.5594825148582458,YGR253C,0.0,3.8,1
1435,YDR074W,0.6350782513618469,YDR074W,0.0,2.28,1
1436,YCR079W,0.4412243366241455,YCR079W,0.0,0.81,0
1437,YDR043C,0.39370447397232056,YDR043C,0.0,0.38,0
1438,YBR218C,0.6326167583465576,YBR218C,0.0,2.02,1
1439,YPL048W,0.8844236731529236,YPL048W,0.99,4.39,1
1440,YHR186C,0.5636968612670898,YHR186C,0.0,0.75,0
1441,YLR355C,0.9447205066680908,YLR355C,1.0,10.01,1
1442,YDR291W,0.8545694947242737,YDR291W,0.9,0.98,0
1443,YKR071C,0.47009697556495667,YKR071C,0.0,2.57,1
1444,YJL087C,0.6350904703140259,YJL087C,0.0,0.7,1
1445,YBR188C,0.26586008071899414,YBR188C,0.0,0.98,0
1446,YOR315W,0.19224411249160767,YOR315W,0.0,1.63,0
1447,YJR112W,0.255531907081604,YJR112W,0.0,1.06,0
1448,YJR149W,0.5990272760391235,YJR149W,0.0,0.51,0
1449,YMR199W,0.2327830195426941,YMR199W,0.0,1.11,0
1450,YKR035C,0.3757112920284271,YKR035C,0.0,0.86,0
1451,YEL024W,0.5803390145301819,YEL024W,0.0,2.9,1
1452,YML133C,0.28003472089767456,YML133C,0.0,1.77,0
1453,YDR471W,0.919607400894165,YDR471W,1.0,27.16,1
1454,YNL251C,0.46546250581741333,YNL251C,0.0,1.05,1
1455,YKL185W,0.35716867446899414,YKL185W,0.0,1.22,0
1456,YBL016W,0.45514199137687683,YBL016W,0.0,1.01,1
1457,YLR362W,0.415824830532074,YLR362W,0.27,0.67,1
1458,YMR138W,0.4466445744037628,YMR138W,0.0,0.64,0
1459,YDR500C,0.6025986075401306,YDR500C,0.0,28.05,1
1460,YPR001W,0.5208566784858704,YPR001W,0.0,0.36,0
1461,YGR043C,0.5753216743469238,YGR043C,0.0,0.71,1
1462,YGR020C,0.5292702913284302,YGR020C,0.0,3.61,1
1463,YDL109C,0.3623957335948944,YDL109C,0.0,0.78,0
1464,YOR243C,0.6190406680107117,YOR243C,0.98,1.61,1
1465,YER190W,0.22876419126987457,YER190W,0.0,3.07,0
1466,YDR223W,0.5490537285804749,YDR223W,0.0,0.57,0
1467,YKR085C,0.4736157953739166,YKR085C,0.0,2.33,0
1468,YJL081C,0.4378963112831116,YJL081C,0.0,0.8,1
1469,YHR006W,0.18766044080257416,YHR006W,0.0,0.4,0
1470,YMR196W,0.4331870377063751,YMR196W,0.0,0.93,1
1471,YPL129W,0.24704451858997345,YPL129W,0.0,2.14,1
1472,YJR065C,0.5385310649871826,YJR065C,0.0,2.88,1
1473,YDR543C,0.2844567596912384,YDR543C,0.0,0.18,0
1474,YGL228W,0.5788882970809937,YGL228W,0.83,1.04,1
1475,YGR118W,0.6059165596961975,YGR118W,0.0,49.25,1
1476,YML126C,0.38876551389694214,YML126C,0.0,7.31,1
1477,YKR031C,0.9363470673561096,YKR031C,0.96,0.83,0
1478,YOL121C,0.9447722434997559,YOL121C,1.0,26.25,1
1479,YDR211W,0.6163651943206787,YDR211W,0.0,1.71,1
1480,YGL026C,0.8249175548553467,YGL026C,1.0,5.73,1
1481,YIR042C,0.583633542060852,YIR042C,0.0,0.33,0
1482,YKL169C,0.17776066064834595,YKL169C,0.0,0.77,0
1483,YDR028C,0.43465813994407654,YDR028C,0.0,1.32,1
1484,YDR216W,0.2162921279668808,YDR216W,0.0,1.55,1
1485,YJL158C,0.6171696186065674,YJL158C,0.0,20.76,0
1486,YIL152W,0.37847986817359924,YIL152W,0.0,0.9,0
1487,YBL039C,0.875209391117096,YBL039C,0.75,4.23,1
1488,YAL046C,0.44826093316078186,YAL046C,0.0,2.06,0
1489,YMR192W,0.702811062335968,YMR192W,0.74,0.71,1
1490,YMR036C,0.3172664940357208,YMR036C,0.0,0.77,0
1491,YBR034C,0.48212140798568726,YBR034C,0.0,3.05,1
1492,YCR088W,0.8930138945579529,YCR088W,0.97,1.32,1
1493,YPR060C,0.6060978770256042,YPR060C,0.0,2.01,1
1494,YJL203W,0.31348690390586853,YJL203W,0.0,0.7,0
1495,YGR063C,0.45715680718421936,YGR063C,0.0,2.61,1
1496,YNL193W,0.6378540992736816,YNL193W,0.0,0.74,0
1497,YHR067W,0.23335592448711395,YHR067W,0.0,0.46,0
1498,YKR021W,0.5632408857345581,YKR021W,0.0,0.91,0
1499,YJR115W,0.21771685779094696,YJR115W,0.0,0.57,0
1500,YGL040C,0.5512956380844116,YGL040C,0.0,2.4,1
1501,YOR188W,0.9449604749679565,YOR188W,1.0,1.19,0
1502,YPL016W,0.5099122524261475,YPL016W,0.0,1.11,0
1503,YDL058W,0.7318202257156372,YDL058W,0.95,1.42,1
1504,YPL117C,0.5801700353622437,YPL117C,0.26,2.59,1
1505,YPR160W,0.443620502948761,YPR160W,0.0,2.4,1
1506,YDR111C,0.6287957429885864,YDR111C,0.0,0.74,0
1507,YJR030C,0.47672319412231445,YJR030C,0.0,0.88,0
1508,YPL047W,0.22797223925590515,YPL047W,0.0,0.94,0
1509,YKL111C,0.17776066064834595,YKL111C,0.0,0.78,0
1510,YGR258C,0.6098306179046631,YGR258C,0.0,0.68,0
1511,YPR174C,0.388899028301239,YPR174C,0.0,0.84,0
1512,YLR200W,0.6327850818634033,YLR200W,0.0,1.18,1
1513,YGL171W,0.5191861987113953,YGL171W,0.0,1.33,1
1514,YJL033W,0.45563605427742004,YJL033W,0.0,1.21,1
1515,YHR061C,0.34446677565574646,YHR061C,0.0,0.71,0
1516,YDR030C,0.45610061287879944,YDR030C,0.0,1.12,0
1517,YGR261C,0.607780396938324,YGR261C,0.0,1.55,1
1518,YJR086W,0.3173021972179413,YJR086W,0.0,1.92,0
1519,YDL134C,0.26789188385009766,YDL134C,0.0,1.62,0
1520,YBL025W,0.22139610350131989,YBL025W,0.0,0.76,0
1521,YAL002W,0.4854207932949066,YAL002W,0.0,0.6,0
1522,YDL100C,0.2484711855649948,YDL100C,0.23,5.03,1
1523,YKL112W,0.21775861084461212,YKL112W,0.0,1.27,1
1524,YBR146W,0.5779025554656982,YBR146W,0.0,1.55,1
1525,YDR520C,0.349965363740921,YDR520C,0.0,0.66,0
1526,YOR333C,0.314455509185791,YOR333C,0.0,0.48,0
1527,YLR330W,0.552664577960968,YLR330W,0.0,3.93,1
1528,YNL327W,0.241397425532341,YNL327W,0.0,6.19,0
1529,YGR207C,0.5602785348892212,YGR207C,0.0,1.22,1
1530,YER179W,0.5692023038864136,YER179W,0.0,0.33,0
1531,YDL179W,0.3544634282588959,YDL179W,0.23,0.68,0
1532,YDL227C,0.5407881140708923,YDL227C,0.0,1.45,0
1533,YDL105W,0.28498080372810364,YDL105W,0.0,1.03,1
1534,YOR096W,0.9447612762451172,YOR096W,1.0,30.86,1
1535,YLR460C,0.4645516574382782,YLR460C,0.0,0.63,0
1536,YNL243W,0.6907246112823486,YNL243W,0.84,1.64,1
1537,YJL130C,0.9391734600067139,YJL130C,0.96,4.83,1
1538,YNL082W,0.5923119783401489,YNL082W,0.0,0.59,0
1539,YGL175C,0.30206236243247986,YGL175C,0.0,0.21,0
1540,YKL103C,0.33549734950065613,YKL103C,0.0,0.71,1
1541,YDR242W,0.49943891167640686,YDR242W,0.0,0.67,0
1542,YOR285W,0.5802674293518066,YOR285W,0.0,7.34,1
1543,YER021W,0.5272971987724304,YER021W,0.0,2.86,1
1544,YNL070W,0.5093284249305725,YNL070W,0.0,3.5,1
1545,YOR014W,0.5697619318962097,YOR014W,0.0,1.06,1
1546,YGL064C,0.6337761878967285,YGL064C,0.0,0.45,1
1547,YPL012W,0.8168119192123413,YPL012W,0.66,1.86,1
1548,YDL166C,0.6407478451728821,YDL166C,0.34,1.78,0
1549,YOR379C,0.22833754122257233,YOR379C,0.0,0.84,0
1550,YBR162C,0.611717700958252,YBR162C,0.0,13.71,0
1551,YDR137W,0.4751347601413727,YDR137W,0.0,0.71,0
1552,YDL168W,0.5740302205085754,YDL168W,0.0,2.08,1
1553,YCL039W,0.29809918999671936,YCL039W,0.0,0.95,0
1554,YIL050W,0.2347518354654312,YIL050W,0.0,0.62,0
1555,YJR121W,0.739447295665741,YJR121W,0.68,7.41,1
1556,YJL072C,0.24792474508285522,YJL072C,0.0,0.91,0
1557,YLR298C,0.4520472288131714,YLR298C,0.0,1.14,0
1558,YDR328C,0.3657224476337433,YDR328C,0.0,3.97,1
1559,YLR354C,0.944743812084198,YLR354C,1.0,6.4,1
1560,YNL297C,0.38815245032310486,YNL297C,0.55,1.02,1
1561,YNL035C,0.31265226006507874,YNL035C,0.0,0.73,1
1562,YPR189W,0.5953935384750366,YPR189W,0.0,1.15,1
1563,YMR105C,0.7371844053268433,YMR105C,0.45,0.82,1
1564,YBL032W,0.3035720884799957,YBL032W,0.0,1.75,1
1565,YFL018C,0.5825700759887695,YFL018C,0.0,2.51,1
1566,YLR106C,0.8841779232025146,YLR106C,1.0,1.24,1
1567,YDL155W,0.2857184410095215,YDL155W,0.0,1.01,0
1568,YLR134W,0.9448055028915405,YLR134W,1.0,16.64,1
1569,YER136W,0.9125328660011292,YER136W,0.96,2.82,1
1570,YEL051W,0.8557875156402588,YEL051W,0.76,3.69,1
1571,YDR394W,0.8671016097068787,YDR394W,0.84,4.38,1
1572,YBL014C,0.4536346197128296,YBL014C,0.0,0.81,0
1573,YPL157W,0.3176530599594116,YPL157W,0.0,1.06,0
1574,YER125W,0.2420257329940796,YER125W,0.0,1.18,1
1575,YBL022C,0.23202520608901978,YBL022C,0.0,1.81,1
1576,YOR017W,0.2820114493370056,YOR017W,0.0,0.88,0
1577,YOR248W,0.40408751368522644,YOR248W,0.0,8.09,0
1578,YPL106C,0.945074737071991,YPL106C,1.0,9.45,1
1579,YLR061W,0.9436487555503845,YLR061W,0.99,30.84,1
1580,YGR142W,0.30147767066955566,YGR142W,0.0,1.99,0
1581,YBR003W,0.6088537573814392,YBR003W,0.0,0.4,1
1582,YCL017C,0.6425848007202148,YCL017C,0.23,1.34,1
1583,YPR104C,0.7724972367286682,YPR104C,0.8,1.03,0
1584,YOR251C,0.39322271943092346,YOR251C,0.0,1.29,1
1585,YER006W,0.492532342672348,YER006W,0.0,4.03,1
1586,YDL019C,0.370835542678833,YDL019C,0.0,1.2,1
1587,YBR190W,0.22833754122257233,YBR190W,0.0,0.81,0
1588,YMR233W,0.32067811489105225,YMR233W,0.0,1.01,0
1589,YDR463W,0.37731999158859253,YDR463W,0.44,0.98,0
1590,YGR109C,0.2113795131444931,YGR109C,0.0,1.07,0
1591,YGR071C,0.23417967557907104,YGR071C,0.0,1.13,0
1592,YDR243C,0.5485329627990723,YDR243C,0.27,0.9,1
1593,YNL164C,0.423618882894516,YNL164C,0.0,0.76,0
1594,YLR264W,0.9377355575561523,YLR264W,1.0,21.78,1
1595,YDL225W,0.4093405604362488,YDL225W,0.0,1.44,1
1596,YNL284C,0.4819532334804535,YNL284C,0.0,1.18,0
1597,YBL091C,0.6378540992736816,YBL091C,0.0,2.99,1
1598,YDR280W,0.4444020688533783,YDR280W,0.0,1.75,0
1599,YEL048C,0.4940240979194641,YEL048C,0.0,1.33,0
1600,YBL107C,0.1842975616455078,YBL107C,0.0,1.43,0
1601,YAL016W,0.3682747483253479,YAL016W,0.0,3.12,1
1602,YJR024C,0.4524340033531189,YJR024C,0.0,2.6,0
1603,YER127W,0.3372366428375244,YER127W,0.0,1.45,0
1604,YHR060W,0.2826908826828003,YHR060W,0.0,1.58,0
1605,YLR313C,0.24757221341133118,YLR313C,0.0,0.47,0
1606,YOL134C,0.28840115666389465,YOL134C,0.0,0.91,0
1607,YDL213C,0.5134209394454956,YDL213C,0.0,3.5,1
1608,YML110C,0.5343543887138367,YML110C,0.0,2.66,1
1609,YLR094C,0.3168795704841614,YLR094C,0.0,0.81,0
1610,YBL064C,0.5793609619140625,YBL064C,0.0,2.06,1
1611,YOR025W,0.4990689158439636,YOR025W,0.0,0.55,0
1612,YGL133W,0.2909846603870392,YGL133W,0.0,1.65,1
1613,YCL037C,0.5610507726669312,YCL037C,0.0,1.23,1
1614,YMR232W,0.3929418623447418,YMR232W,0.0,0.64,0
1615,YBR143C,0.5948610305786133,YBR143C,0.0,9.46,1
1616,YNL189W,0.5879423022270203,YNL189W,0.0,2.62,1
1617,YGR159C,0.6690685153007507,YGR159C,0.8,8.47,1
1618,YGR184C,0.508794367313385,YGR184C,0.0,4.23,1
1619,YOR386W,0.58066725730896,YOR386W,0.0,0.59,0
1620,YDL171C,0.5937245488166809,YDL171C,0.81,2.09,1
1621,YML102W,0.46268516778945923,YML102W,0.5,0.84,0
1622,YOR357C,0.3887512981891632,YOR357C,0.0,1.34,1
1623,YOL133W,0.5026189088821411,YOL133W,0.0,1.86,0
1624,YKR017C,0.3947257101535797,YKR017C,0.0,0.55,0
1625,YKL186C,0.4051513373851776,YKL186C,0.0,1.53,0
1626,YDR493W,0.25997981429100037,YDR493W,0.0,0.8,0
1627,YLL001W,0.4803526699542999,YLL001W,0.0,0.81,1
1628,YDR184C,0.4113529920578003,YDR184C,0.0,1.77,0
1629,YGL192W,0.30283084511756897,YGL192W,0.0,0.87,0
1630,YDR252W,0.6359149217605591,YDR252W,0.0,0.42,0
1631,YJR114W,0.3422565460205078,YJR114W,0.0,0.74,0
1632,YMR195W,0.4159891605377197,YMR195W,0.0,1.71,0
1633,YER103W,0.4244080185890198,YER103W,0.0,2.38,1
1634,YBR268W,0.6262759566307068,YBR268W,0.0,1.41,0
1635,YOL148C,0.23165568709373474,YOL148C,0.0,0.8,0
1636,YKL086W,0.424244225025177,YKL086W,0.0,1.42,0
1637,YPR178W,0.4133235514163971,YPR178W,0.0,0.69,0
1638,YDL185W,0.7980362176895142,YDL185W,1.0,5.11,1
1639,YNR058W,0.6158466935157776,YNR058W,0.0,0.68,0
1640,YDL243C,0.27909883856773376,YDL243C,0.0,0.82,0
1641,YHR080C,0.8061491250991821,YHR080C,0.72,0.77,0
1642,YIL109C,0.5401008725166321,YIL109C,0.0,2.6,1
1643,YLR071C,0.30641886591911316,YLR071C,0.0,1.07,1
1644,YJL014W,0.908902645111084,YJL014W,0.85,2.78,1
1645,YDL174C,0.4618559181690216,YDL174C,0.0,2.03,1
1646,YOR113W,0.18145644664764404,YOR113W,0.0,0.49,0
1647,YPL093W,0.5902683138847351,YPL093W,0.62,3.66,1
1648,YNR047W,0.44216614961624146,YNR047W,0.0,1.07,0
1649,YLR209C,0.5748344659805298,YLR209C,0.25,1.66,1
1650,YJR159W,0.37893956899642944,YJR159W,0.0,0.46,0
1651,YGL232W,0.4034307301044464,YGL232W,0.39,1.84,1
1652,YKR075C,0.22881998121738434,YKR075C,0.0,0.86,0
1653,YCR005C,0.546759843826294,YCR005C,0.0,1.55,1
1654,YPR204W,0.25193020701408386,YPR204W,0.0,2.81,0
1655,YMR180C,0.28840115666389465,YMR180C,0.0,0.53,0
1656,YOL016C,0.37404704093933105,YOL016C,0.0,2.6,1
1657,YGR269W,0.17776066064834595,YGR269W,0.0,0.84,0
1658,YBL090W,0.6378540992736816,YBL090W,0.0,1.22,0
1659,YAL054C,0.6254220008850098,YAL054C,0.0,0.65,1
1660,YDR170C,0.6120133996009827,YDR170C,0.0,1.79,1
1661,YHR129C,0.48699891567230225,YHR129C,0.0,0.66,0
1662,YOR362C,0.6073297262191772,YOR362C,0.0,5.28,1
1663,YMR309C,0.6295884847640991,YMR309C,0.0,2.7,1
1664,YER049W,0.6051520109176636,YER049W,0.0,2.69,1
1665,YDR507C,0.3936466574668884,YDR507C,0.0,1.27,1
1666,YDL013W,0.3498210608959198,YDL013W,0.0,1.31,0
1667,YOL039W,0.9435595870018005,YOL039W,0.99,36.82,1
1668,YBR119W,0.5728008151054382,YBR119W,0.0,1.26,0
1669,YOL078W,0.6499925255775452,YOL078W,0.42,1.23,0
1670,YLR352W,0.22662509977817535,YLR352W,0.22,0.83,0
1671,YLR110C,0.5707347989082336,YLR110C,0.0,34.5,0
1672,YDL244W,0.2322668433189392,YDL244W,0.0,0.4,0
1673,YLR170C,0.47173696756362915,YLR170C,0.0,1.48,0
1674,YLR208W,0.3979335427284241,YLR208W,0.0,3.75,1
1675,YML076C,0.23367145657539368,YML076C,0.0,0.75,0
1676,YHR016C,0.3573664426803589,YHR016C,0.0,0.72,1
1677,YNL110C,0.3725507855415344,YNL110C,0.0,3.55,1
1678,YPR100W,0.6373628377914429,YPR100W,0.0,1.81,0
1679,YEL058W,0.48009583353996277,YEL058W,0.0,3.42,1
