,accession,pred_prob,protein,protein_probability,mRNA,y
1273,YPR169W,0.359394371509552,YPR169W,0.0,1.96,1
1274,YHR206W,0.359394371509552,YHR206W,0.0,1.13,0
1275,YDR131C,0.1554105281829834,YDR131C,0.0,0.49,0
1276,YPL196W,0.2188490331172943,YPL196W,0.0,1.1,0
1277,YPL074W,0.359394371509552,YPL074W,0.0,1.12,0
1278,YGL081W,0.21596083045005798,YGL081W,0.43,0.34,0
1279,YOR198C,0.9441288113594055,YOR198C,1.0,5.7,1
1280,YLL049W,0.359394371509552,YLL049W,0.0,1.64,0
1281,YDL090C,0.21526384353637695,YDL090C,0.0,0.76,0
1282,YPL085W,0.9407550096511841,YPL085W,1.0,1.57,1
1283,YCR073C,0.8278210759162903,YCR073C,1.0,0.77,0
1284,YCL047C,0.2545147240161896,YCL047C,0.0,0.71,0
1285,YGR205W,0.3324339985847473,YGR205W,0.0,0.46,1
1286,YGR280C,0.31818923354148865,YGR280C,0.0,3.86,0
1287,YBR188C,0.14140456914901733,YBR188C,0.0,0.98,0
1288,YLR384C,0.9410149455070496,YLR384C,1.0,1.6,1
1289,YBL001C,0.14726997911930084,YBL001C,0.0,3.48,0
1290,YLR249W,0.9416597485542297,YLR249W,1.0,39.96,1
1291,YNL164C,0.36536335945129395,YNL164C,0.23,0.76,0
1292,YPL127C,0.36358708143234253,YPL127C,0.21,1.68,1
1293,YGR222W,0.155423104763031,YGR222W,0.39,1.16,0
1294,YLR089C,0.9337224364280701,YLR089C,1.0,2.43,1
1295,YEL066W,0.359394371509552,YEL066W,0.0,0.91,0
1296,YLR453C,0.14736872911453247,YLR453C,0.0,0.55,0
1297,YCR088W,0.9432867765426636,YCR088W,1.0,1.32,1
1298,YDR222W,0.5032166242599487,YDR222W,1.0,0.83,0
1299,YOL001W,0.23247772455215454,YOL001W,0.0,1.1,0
1300,YDR292C,0.9415929317474365,YDR292C,1.0,1.7,1
1301,YPL114W,0.1446971595287323,YPL114W,0.0,0.57,0
1302,YDR235W,0.15073469281196594,YDR235W,0.0,0.96,0
1303,YJL076W,0.4997059106826782,YJL076W,1.0,0.9,1
1304,YER027C,0.28097614645957947,YER027C,0.0,0.89,1
1305,YNL093W,0.2567352056503296,YNL093W,0.0,0.34,0
1306,YCL068C,0.14728908240795135,YCL068C,0.0,0.25,0
1307,YAL002W,0.16888998448848724,YAL002W,0.37,0.6,0
1308,YGR103W,0.9411783814430237,YGR103W,1.0,5.01,1
1309,YHR200W,0.9441900253295898,YHR200W,1.0,2.83,1
1310,YOL066C,0.34289824962615967,YOL066C,0.0,0.44,1
1311,YGL129C,0.24413461983203888,YGL129C,0.0,0.96,1
1312,YGL064C,0.359394371509552,YGL064C,0.0,0.45,1
1313,YEL037C,0.9267575144767761,YEL037C,1.0,1.48,1
1314,YHR055C,0.359394371509552,YHR055C,0.0,25.62,0
1315,YBL021C,0.1859046071767807,YBL021C,0.0,0.75,0
1316,YGL145W,0.22354015707969666,YGL145W,0.0,0.82,0
1317,YJL149W,0.26762208342552185,YJL149W,0.0,0.51,0
1318,YDR280W,0.30117061734199524,YDR280W,0.0,1.75,0
1319,YGR128C,0.9415051937103271,YGR128C,1.0,2.05,1
1320,YDR035W,0.9433091878890991,YDR035W,1.0,3.16,1
1321,YER186C,0.28599706292152405,YER186C,0.0,0.89,0
1322,YER002W,0.359394371509552,YER002W,0.0,3.01,1
1323,YOL014W,0.40395277738571167,YOL014W,0.95,1.25,0
1324,YNL286W,0.359394371509552,YNL286W,0.0,1.04,0
1325,YKL055C,0.359394371509552,YKL055C,0.0,0.35,0
1326,YML073C,0.9399491548538208,YML073C,1.0,29.82,1
1327,YGL005C,0.2720862030982971,YGL005C,0.0,0.97,0
1328,YPL042C,0.15431395173072815,YPL042C,0.0,0.72,0
1329,YOR027W,0.7206858992576599,YOR027W,1.0,3.09,1
1330,YLR146C,0.6107226610183716,YLR146C,0.75,1.27,0
1331,YNL160W,0.5749630331993103,YNL160W,0.81,7.51,1
1332,YER136W,0.9392160177230835,YER136W,1.0,2.82,1
1333,YIL114C,0.33837711811065674,YIL114C,0.0,0.95,0
1334,YPR176C,0.1982276737689972,YPR176C,0.0,1.3,0
1335,YOR020C,0.9228690266609192,YOR020C,1.0,8.89,1
1336,YOL057W,0.9355000853538513,YOL057W,1.0,1.17,1
1337,YOR285W,0.8774202466011047,YOR285W,1.0,7.34,1
1338,YNL002C,0.9388729333877563,YNL002C,1.0,2.38,1
1339,YOR231W,0.359394371509552,YOR231W,0.0,0.82,0
1340,YLR100W,0.9376627206802368,YLR100W,1.0,4.45,1
1341,YGR262C,0.359394371509552,YGR262C,0.0,0.96,0
1342,YDL197C,0.49854576587677,YDL197C,0.99,0.78,0
1343,YOR157C,0.359394371509552,YOR157C,0.0,2.92,1
1344,YCR003W,0.3419058918952942,YCR003W,0.21,1.24,0
1345,YHR202W,0.29483717679977417,YHR202W,0.0,0.68,0
1346,YFL064C,0.14244477450847626,YFL064C,0.0,0.27,0
1347,YDL013W,0.3519141972064972,YDL013W,0.47,1.31,0
1348,YHR065C,0.3850612938404083,YHR065C,0.39,1.62,1
1349,YBR107C,0.1498771458864212,YBR107C,0.0,0.57,0
1350,YKR097W,0.359394371509552,YKR097W,0.0,0.4,1
1351,YKL170W,0.359394371509552,YKL170W,0.0,1.25,0
1352,YOR239W,0.8996040225028992,YOR239W,1.0,1.89,1
1353,YJL190C,0.359394371509552,YJL190C,0.0,36.45,1
1354,YDR372C,0.9413767457008362,YDR372C,0.99,1.38,1
1355,YBR251W,0.29956015944480896,YBR251W,0.0,0.65,0
1356,YJL008C,0.9408156871795654,YJL008C,1.0,2.63,1
1357,YGL243W,0.359394371509552,YGL243W,0.0,0.68,0
1358,YPR062W,0.9328151345252991,YPR062W,1.0,6.15,1
1359,YER041W,0.19967447221279144,YER041W,0.45,0.4,0
1360,YLR058C,0.9122803211212158,YLR058C,1.0,14.44,1
1361,YGR085C,0.359394371509552,YGR085C,0.0,45.73,1
1362,YNL082W,0.3575538694858551,YNL082W,0.7,0.59,0
1363,YLL067C,0.1568027138710022,YLL067C,0.0,1.9,0
1364,YMR024W,0.2629412114620209,YMR024W,0.45,1.08,1
1365,YGR218W,0.941187858581543,YGR218W,1.0,1.52,1
1366,YLR019W,0.359394371509552,YLR019W,0.0,1.01,0
1367,YOL150C,0.4592609107494354,YOL150C,0.99,0.89,0
1368,YOR272W,0.5781455039978027,YOR272W,0.91,2.12,1
1369,YBR223C,0.174913689494133,YBR223C,0.0,2.97,0
1370,YBR071W,0.14807060360908508,YBR071W,0.0,0.91,0
1371,YPL183C,0.9421341419219971,YPL183C,1.0,1.3,0
1372,YJL052W,0.9322925209999084,YJL052W,1.0,38.54,1
1373,YMR132C,0.359394371509552,YMR132C,0.0,0.8,0
1374,YJL123C,0.8707417845726013,YJL123C,1.0,2.23,1
1375,YGR296W,0.14250323176383972,YGR296W,0.0,3.28,0
1376,YPR179C,0.298854261636734,YPR179C,0.46,0.59,0
1377,YNL223W,0.21795834600925446,YNL223W,0.37,0.48,0
1378,YOR041C,0.1446971595287323,YOR041C,0.0,2.25,0
1379,YFR001W,0.9346716403961182,YFR001W,1.0,1.61,1
1380,YHR056C,0.2195948213338852,YHR056C,0.0,0.94,0
1381,YJR148W,0.941974401473999,YJR148W,1.0,6.93,1
1382,YLR231C,0.9376627206802368,YLR231C,1.0,0.92,1
1383,YNL207W,0.49427953362464905,YNL207W,1.0,1.24,1
1384,YEL046C,0.924263060092926,YEL046C,1.0,3.9,1
1385,YML060W,0.27145346999168396,YML060W,0.0,1.22,0
1386,YJR145C,0.9434091448783875,YJR145C,1.0,28.93,1
1387,YHR025W,0.9450178742408752,YHR025W,1.0,6.28,1
1388,YJL116C,0.1525452435016632,YJL116C,0.0,0.72,0
1389,YBR115C,0.9443325400352478,YBR115C,1.0,1.53,1
1390,YNL312W,0.17039354145526886,YNL312W,0.0,2.12,1
1391,YBR285W,0.14408500492572784,YBR285W,0.0,0.84,0
1392,YDR096W,0.8601473569869995,YDR096W,1.0,0.6,0
1393,YHR073W,0.527846097946167,YHR073W,0.86,0.89,1
1394,YGR153W,0.1472439020872116,YGR153W,0.0,0.35,0
1395,YHR136C,0.16603882610797882,YHR136C,0.0,1.93,0
1396,YNL325C,0.17527592182159424,YNL325C,0.0,0.36,0
1397,YBL087C,0.9449204802513123,YBL087C,1.0,33.07,1
1398,YOR359W,0.359394371509552,YOR359W,0.0,1.48,0
1399,YOR156C,0.359394371509552,YOR156C,0.0,0.29,0
1400,YCR028C-A,0.15095014870166779,YCR028C-A,0.0,5.41,1
1401,YOR090C,0.3509107828140259,YOR090C,0.0,0.61,1
1402,YDR179C,0.3216365873813629,YDR179C,0.0,0.81,0
1403,YIL082W,0.1448688805103302,YIL082W,0.0,0.34,0
1404,YLR051C,0.359394371509552,YLR051C,0.0,1.66,0
1405,YDR196C,0.359394371509552,YDR196C,0.0,1.53,0
1406,YDL127W,0.17393870651721954,YDL127W,0.0,0.68,0
1407,YDL126C,0.9370691180229187,YDL126C,1.0,6.23,1
1408,YPR199C,0.14105387032032013,YPR199C,0.0,1.08,0
1409,YPL093W,0.9441583156585693,YPL093W,1.0,3.66,1
1410,YPL070W,0.359394371509552,YPL070W,0.0,0.89,0
1411,YER190W,0.14040841162204742,YER190W,0.0,3.07,0
1412,YHL022C,0.23409701883792877,YHL022C,0.0,0.78,0
1413,YKR092C,0.9393957853317261,YKR092C,0.99,2.38,1
1414,YER157W,0.3144846558570862,YER157W,0.55,0.71,1
1415,YER037W,0.23960687220096588,YER037W,0.0,2.15,0
1416,YDR427W,0.9415796995162964,YDR427W,1.0,5.27,1
1417,YBR109C,0.9236681461334229,YBR109C,1.0,5.96,1
1418,YIL138C,0.9406930804252625,YIL138C,1.0,3.35,1
1419,YER111C,0.31665197014808655,YER111C,0.0,0.8,1
1420,YJL221C,0.9184906482696533,YJL221C,0.99,0.19,0
1421,YDL166C,0.6107226610183716,YDL166C,0.75,1.78,0
1422,YPR017C,0.19916588068008423,YPR017C,0.0,0.93,0
1423,YOR187W,0.9396777153015137,YOR187W,1.0,4.72,1
1424,YBL073W,0.13721103966236115,YBL073W,0.0,1.04,0
1425,YDR139C,0.359394371509552,YDR139C,0.0,4.18,0
1426,YGL014W,0.6352737545967102,YGL014W,0.78,1.36,1
1427,YGL052W,0.13721103966236115,YGL052W,0.0,0.55,0
1428,YMR098C,0.35563430190086365,YMR098C,0.78,0.59,0
1429,YOL104C,0.17608143389225006,YOL104C,0.0,0.39,0
1430,YCR008W,0.3579953908920288,YCR008W,0.0,1.02,0
1431,YDL144C,0.3790116012096405,YDL144C,0.35,1.98,0
1432,YDR028C,0.42291444540023804,YDR028C,0.49,1.32,1
1433,YER103W,0.9362495541572571,YER103W,0.99,2.38,1
1434,YJL168C,0.1817406862974167,YJL168C,0.21,1.04,1
1435,YHR143W,0.14320045709609985,YHR143W,0.0,5.2,0
1436,YOR232W,0.9415788650512695,YOR232W,1.0,3.78,1
1437,YOR213C,0.359394371509552,YOR213C,0.0,1.35,0
1438,YLR466W,0.1379593461751938,YLR466W,0.0,3.06,0
1439,YDL003W,0.16145631670951843,YDL003W,0.0,1.21,0
1440,YEL055C,0.9402902722358704,YEL055C,1.0,1.46,1
1441,YNR023W,0.6250705122947693,YNR023W,0.97,0.56,0
1442,YOR312C,0.359394371509552,YOR312C,0.0,25.95,1
1443,YIL001W,0.615280032157898,YIL001W,0.96,0.45,0
1444,YBR092C,0.5256673097610474,YBR092C,0.99,2.85,1
1445,YDR298C,0.9383174777030945,YDR298C,1.0,3.15,1
1446,YDR211W,0.9208466410636902,YDR211W,1.0,1.71,1
1447,YPR001W,0.359394371509552,YPR001W,0.0,0.36,0
1448,YNL246W,0.42291444540023804,YNL246W,0.49,1.49,0
1449,YDL058W,0.9395853877067566,YDL058W,1.0,1.42,1
1450,YGR209C,0.8953289985656738,YGR209C,1.0,16.2,1
1451,YLR123C,0.22587774693965912,YLR123C,0.0,0.5,0
1452,YPR143W,0.2661222517490387,YPR143W,0.0,1.9,0
1453,YPL199C,0.2422608584165573,YPL199C,0.0,2.18,1
1454,YIL073C,0.1623956710100174,YIL073C,0.0,0.45,0
1455,YMR096W,0.168531596660614,YMR096W,0.0,0.66,0
1456,YNR024W,0.359394371509552,YNR024W,0.0,1.56,0
1457,YHL019C,0.735338032245636,YHL019C,0.98,0.42,0
1458,YNL070W,0.29176831245422363,YNL070W,0.0,3.5,1
1459,YJR067C,0.35485392808914185,YJR067C,0.45,1.41,0
1460,YJR047C,0.6119189262390137,YJR047C,0.95,7.92,1
1461,YGL003C,0.27678224444389343,YGL003C,0.0,0.4,0
1462,YMR226C,0.9413067698478699,YMR226C,1.0,3.6,1
1463,YDL173W,0.8461844325065613,YDL173W,1.0,2.86,0
1464,YHR100C,0.3311886191368103,YHR100C,0.0,0.76,0
1465,YIL119C,0.14535768330097198,YIL119C,0.0,0.85,0
1466,YOR005C,0.7977477312088013,YOR005C,0.99,0.47,0
1467,YBR001C,0.497935026884079,YBR001C,0.61,0.62,1
1468,YNL041C,0.2624553143978119,YNL041C,0.64,0.85,1
1469,YDL078C,0.943215548992157,YDL078C,1.0,2.97,1
1470,YEL076C,0.2237420380115509,YEL076C,0.37,0.3,0
1471,YMR066W,0.1485811322927475,YMR066W,0.0,0.65,0
1472,YFL031W,0.2659420073032379,YFL031W,0.0,6.16,0
1473,YLR248W,0.5196279883384705,YLR248W,0.93,2.16,1
1474,YPL191C,0.5320387482643127,YPL191C,0.82,0.67,0
1475,YHR071W,0.34194809198379517,YHR071W,0.0,1.84,0
1476,YER146W,0.2347566932439804,YER146W,0.28,2.61,1
1477,YLR112W,0.359394371509552,YLR112W,0.0,1.19,0
1478,YMR070W,0.16896621882915497,YMR070W,0.0,0.65,0
1479,YLR119W,0.2062927633523941,YLR119W,0.0,0.88,0
1480,YLR330W,0.6727935671806335,YLR330W,0.97,3.93,1
1481,YLL041C,0.3179411292076111,YLL041C,0.0,1.19,1
1482,YAL012W,0.9391745924949646,YAL012W,1.0,8.94,1
1483,YER023W,0.9363358020782471,YER023W,1.0,2.52,1
1484,YDL020C,0.17774757742881775,YDL020C,0.33,1.11,0
1485,YNL260C,0.15670478343963623,YNL260C,0.0,0.73,0
1486,YGR068C,0.17193026840686798,YGR068C,0.0,0.44,0
1487,YOR188W,0.876560628414154,YOR188W,1.0,1.19,0
1488,YHR141C,0.359394371509552,YHR141C,0.0,11.76,1
1489,YDR220C,0.18010063469409943,YDR220C,0.0,0.97,0
1490,YNL099C,0.4155195653438568,YNL099C,0.95,1.4,0
1491,YMR102C,0.21682941913604736,YMR102C,0.22,1.6,1
1492,YCL035C,0.9424427151679993,YCL035C,1.0,4.0,1
1493,YER124C,0.1441594362258911,YER124C,0.0,2.72,0
1494,YDR246W,0.359394371509552,YDR246W,0.0,0.84,0
1495,YAL017W,0.6375387907028198,YAL017W,0.8,1.36,1
1496,YER069W,0.5751136541366577,YER069W,0.93,0.74,1
1497,YDL043C,0.32907557487487793,YDL043C,0.0,0.97,0
1498,YGL171W,0.8272590041160583,YGL171W,1.0,1.33,1
1499,YHR137W,0.359394371509552,YHR137W,0.0,0.43,0
1500,YEL016C,0.2240424007177353,YEL016C,0.0,0.78,0
1501,YER173W,0.2286122441291809,YER173W,0.0,0.98,0
1502,YIL038C,0.47304776310920715,YIL038C,0.94,1.63,1
1503,YOL009C,0.21065916121006012,YOL009C,0.0,0.85,0
1504,YJL072C,0.36050233244895935,YJL072C,0.89,0.91,0
1505,YAR060C,0.1446971595287323,YAR060C,0.0,0.39,0
1506,YGL048C,0.9456435441970825,YGL048C,1.0,3.23,1
1507,YPL081W,0.359394371509552,YPL081W,0.0,6.23,1
1508,YBR011C,0.9405779242515564,YBR011C,1.0,9.78,1
1509,YBL104C,0.9347319602966309,YBL104C,0.98,0.89,0
1510,YFR007W,0.2599690556526184,YFR007W,0.0,0.48,0
1511,YPL157W,0.359394371509552,YPL157W,0.0,1.06,0
1512,YKR031C,0.41405439376831055,YKR031C,0.8,0.83,0
1513,YNL290W,0.9056459665298462,YNL290W,1.0,0.94,1
1514,YMR233W,0.359394371509552,YMR233W,0.0,1.01,0
1515,YCL050C,0.9448687434196472,YCL050C,1.0,2.98,1
1516,YGL091C,0.447323203086853,YGL091C,0.92,2.23,0
1517,YDR510W,0.9385210275650024,YDR510W,1.0,6.24,1
1518,YOL078W,0.8728252053260803,YOL078W,1.0,1.23,0
1519,YDR240C,0.16160382330417633,YDR240C,0.41,0.55,0
1520,YDR349C,0.41802701354026794,YDR349C,0.48,0.93,0
1521,YGL121C,0.23030558228492737,YGL121C,0.0,0.86,0
1522,YJR007W,0.943855881690979,YJR007W,1.0,5.73,1
1523,YDR127W,0.9424900412559509,YDR127W,1.0,3.02,1
1524,YBL039C,0.9432841539382935,YBL039C,1.0,4.23,1
1525,YDR202C,0.20495788753032684,YDR202C,0.0,0.65,0
1526,YOR006C,0.359394371509552,YOR006C,0.0,0.96,0
1527,YLR029C,0.9433059096336365,YLR029C,1.0,38.4,1
1528,YMR310C,0.6048691272735596,YMR310C,0.94,1.34,0
1529,YHR053C,0.359394371509552,YHR053C,0.0,24.81,0
1530,YDR482C,0.1633942425251007,YDR482C,0.0,0.62,0
1531,YMR196W,0.6013554334640503,YMR196W,0.95,0.93,1
1532,YBR129C,0.14442062377929688,YBR129C,0.0,0.98,0
1533,YGR238C,0.5864906907081604,YGR238C,0.72,0.57,0
1534,YBL072C,0.359394371509552,YBL072C,0.0,41.1,1
1535,YIR009W,0.2762316167354584,YIR009W,0.0,0.4,0
1536,YKL152C,0.9132475256919861,YKL152C,1.0,122.05,1
1537,YJL141C,0.22012510895729065,YJL141C,0.28,0.45,1
1538,YOR130C,0.19179677963256836,YOR130C,0.0,0.75,0
1539,YDR031W,0.359394371509552,YDR031W,0.0,1.97,0
1540,YHR178W,0.21359868347644806,YHR178W,0.37,0.42,0
1541,YGL213C,0.24117295444011688,YGL213C,0.0,1.41,0
1542,YHR209W,0.1976238191127777,YHR209W,0.0,0.55,0
1543,YBR145W,0.359394371509552,YBR145W,0.0,2.69,1
1544,YLR201C,0.21827203035354614,YLR201C,0.0,1.04,1
1545,YFL020C,0.14338581264019012,YFL020C,0.0,0.42,0
1546,YMR153W,0.359394371509552,YMR153W,0.0,1.0,0
1547,YCR053W,0.9410058856010437,YCR053W,1.0,5.55,1
1548,YMR316W,0.359394371509552,YMR316W,0.0,2.63,0
1549,YER010C,0.1732245534658432,YER010C,0.0,1.16,0
1550,YOR021C,0.9416008591651917,YOR021C,1.0,4.99,1
1551,YKL054C,0.9394000172615051,YKL054C,1.0,3.78,1
1552,YNL212W,0.9417793154716492,YNL212W,1.0,1.4,1
1553,YGR098C,0.91499924659729,YGR098C,0.99,0.93,0
1554,YDL170W,0.15229801833629608,YDL170W,0.0,0.95,0
1555,YOR303W,0.359394371509552,YOR303W,0.0,2.96,1
1556,YCR005C,0.26596471667289734,YCR005C,0.0,1.55,1
1557,YPR111W,0.16162803769111633,YPR111W,0.0,0.52,1
1558,YDR439W,0.25977110862731934,YDR439W,0.67,0.43,0
1559,YDR123C,0.179563507437706,YDR123C,0.0,0.43,0
1560,YNL133C,0.26478880643844604,YNL133C,0.29,0.78,0
1561,YHR113W,0.9437479972839355,YHR113W,1.0,1.94,1
1562,YJR024C,0.6119189262390137,YJR024C,0.95,2.6,0
1563,YLR061W,0.944235622882843,YLR061W,1.0,30.84,1
1564,YHR154W,0.282002329826355,YHR154W,0.25,1.27,1
1565,YLR357W,0.2133866250514984,YLR357W,0.58,1.11,1
1566,YJR005W,0.3098061978816986,YJR005W,0.0,0.94,1
1567,YKL155C,0.3478236198425293,YKL155C,0.0,0.73,0
1568,YBR072W,0.8895010948181152,YBR072W,1.0,0.82,1
1569,YOL087C,0.35889047384262085,YOL087C,0.0,1.07,0
1570,YNL007C,0.9447925686836243,YNL007C,1.0,4.33,1
1571,YER080W,0.9115949273109436,YER080W,1.0,2.02,1
1572,YMR160W,0.359394371509552,YMR160W,0.0,0.66,0
1573,YHL030W,0.9416478872299194,YHL030W,1.0,1.28,1
1574,YDR168W,0.9427965879440308,YDR168W,1.0,2.23,1
1575,YPR118W,0.9435931444168091,YPR118W,0.99,3.73,1
1576,YOR322C,0.26750341057777405,YOR322C,0.33,0.9,0
1577,YML017W,0.47632667422294617,YML017W,0.81,1.13,1
1578,YDR487C,0.9430038928985596,YDR487C,1.0,2.55,1
1579,YKL023W,0.2920374870300293,YKL023W,0.59,0.64,0
1580,YGR244C,0.9440959692001343,YGR244C,1.0,1.35,1
1581,YFL045C,0.9431549906730652,YFL045C,1.0,8.54,1
1582,YKL019W,0.18482519686222076,YKL019W,0.0,2.06,0
1583,YCR014C,0.5497024059295654,YCR014C,1.0,0.83,0
1584,YGR142W,0.3290744125843048,YGR142W,0.0,1.99,0
1585,YER102W,0.9440491199493408,YER102W,1.0,66.87,1
1586,YGL214W,0.16232243180274963,YGL214W,0.0,0.81,0
1587,YAL049C,0.9433112740516663,YAL049C,1.0,2.01,1
1588,YAR068W,0.14318475127220154,YAR068W,0.0,0.45,0
1589,YBR131W,0.2473149597644806,YBR131W,0.0,0.44,0
1590,YCR038C,0.1429135799407959,YCR038C,0.0,0.19,0
1591,YDR539W,0.9331017136573792,YDR539W,0.97,0.75,1
1592,YOR062C,0.16986030340194702,YOR062C,0.0,1.12,0
1593,YOL042W,0.23788537085056305,YOL042W,0.0,1.06,0
1594,YDR140W,0.359394371509552,YDR140W,0.0,1.04,0
1595,YKL181W,0.6048691272735596,YKL181W,0.94,5.56,1
1596,YDR386W,0.2196797877550125,YDR386W,0.0,0.54,0
1597,YAL010C,0.3167303800582886,YAL010C,0.3,1.12,0
1598,YMR321C,0.359394371509552,YMR321C,0.0,5.22,0
1599,YML077W,0.359394371509552,YML077W,0.0,1.51,0
1600,YJR147W,0.3382415473461151,YJR147W,0.82,0.5,0
1601,YGR275W,0.8728463053703308,YGR275W,0.99,1.47,0
1602,YKL081W,0.9449794292449951,YKL081W,1.0,27.58,1
1603,YBR238C,0.359394371509552,YBR238C,0.0,0.9,0
1604,YFL018C,0.9058682322502136,YFL018C,1.0,2.51,1
1605,YGR196C,0.6213353276252747,YGR196C,1.0,0.58,0
1606,YLR335W,0.8872115015983582,YLR335W,1.0,2.13,1
1607,YDR229W,0.14562608301639557,YDR229W,0.0,0.83,0
1608,YFL027C,0.5452383160591125,YFL027C,0.67,0.73,0
1609,YNL277W,0.359394371509552,YNL277W,0.0,0.39,0
1610,YKL041W,0.34913888573646545,YKL041W,0.7,0.9,0
1611,YIR005W,0.19431741535663605,YIR005W,0.0,0.88,0
1612,YDR488C,0.9352729320526123,YDR488C,1.0,0.49,0
1613,YMR212C,0.28365546464920044,YMR212C,0.46,1.02,1
1614,YGL119W,0.359394371509552,YGL119W,0.0,0.94,1
1615,YAL034C,0.1513284295797348,YAL034C,0.0,0.7,0
1616,YMR320W,0.1409064084291458,YMR320W,0.0,0.69,0
1617,YDL229W,0.9398448467254639,YDL229W,1.0,15.62,1
1618,YNL243W,0.9058899283409119,YNL243W,1.0,1.64,1
1619,YGL028C,0.20822402834892273,YGL028C,0.21,2.73,0
1620,YLR185W,0.359394371509552,YLR185W,0.0,24.65,1
1621,YMR218C,0.21061007678508759,YMR218C,0.0,0.88,0
1622,YMR135C,0.16889764368534088,YMR135C,0.0,0.93,1
1623,YOR372C,0.142757847905159,YOR372C,0.0,1.38,0
1624,YMR255W,0.359394371509552,YMR255W,0.0,1.71,0
1625,YDL223C,0.6065883636474609,YDL223C,0.96,1.06,1
1626,YDR065W,0.14546602964401245,YDR065W,0.0,0.81,0
1627,YPL038W,0.1496487855911255,YPL038W,0.0,1.1,0
1628,YNL106C,0.8125288486480713,YNL106C,0.99,0.56,0
1629,YMR031C,0.9327332377433777,YMR031C,1.0,1.53,1
1630,YOR336W,0.9400079250335693,YOR336W,0.99,2.16,1
1631,YDL004W,0.9445894360542297,YDL004W,1.0,4.04,1
1632,YDR303C,0.9422821998596191,YDR303C,1.0,2.09,1
1633,YPR005C,0.31431546807289124,YPR005C,0.0,0.8,0
1634,YHL050C,0.13906650245189667,YHL050C,0.0,2.31,0
1635,YLL019C,0.23520708084106445,YLL019C,0.51,0.57,0
1636,YPL123C,0.4297611713409424,YPL123C,0.76,1.94,0
1637,YML133C,0.14784273505210876,YML133C,0.0,1.77,0
1638,YGR150C,0.3386019766330719,YGR150C,0.85,0.78,0
1639,YAL059W,0.359394371509552,YAL059W,0.0,2.0,0
1640,YMR006C,0.33773234486579895,YMR006C,0.67,1.16,0
1641,YPL078C,0.9090313911437988,YPL078C,1.0,5.6,1
1642,YDR056C,0.18293525278568268,YDR056C,0.0,1.69,0
1643,YGL100W,0.3672613501548767,YGL100W,0.25,2.26,0
1644,YGR154C,0.359394371509552,YGR154C,0.0,0.45,0
1645,YLR239C,0.359394371509552,YLR239C,0.0,0.97,0
1646,YMR045C,0.3030669689178467,YMR045C,0.68,3.5,1
1647,YPR074C,0.9442739486694336,YPR074C,1.0,9.45,1
1648,YKR104W,0.16965733468532562,YKR104W,0.0,0.55,0
1649,YNL161W,0.3170900344848633,YNL161W,0.68,0.79,0
1650,YOL110W,0.1608603596687317,YOL110W,0.0,0.86,0
1651,YBL075C,0.658064603805542,YBL075C,0.81,1.61,1
1652,YGR159C,0.9419867992401123,YGR159C,1.0,8.47,1
1653,YDL045C,0.4073515236377716,YDL045C,0.88,0.86,0
1654,YEL032W,0.6102864146232605,YEL032W,0.95,1.91,1
1655,YMR062C,0.9000335335731506,YMR062C,1.0,0.93,1
1656,YGR090W,0.9440609216690063,YGR090W,1.0,2.16,1
1657,YHR083W,0.15161755681037903,YHR083W,0.0,2.05,0
1658,YGL211W,0.34624454379081726,YGL211W,0.0,1.52,0
1659,YDL057W,0.359394371509552,YDL057W,0.0,0.67,0
1660,YPL167C,0.38033851981163025,YPL167C,0.36,0.99,0
1661,YJR009C,0.7426283359527588,YJR009C,1.0,61.55,1
1662,YPR052C,0.9394022822380066,YPR052C,1.0,2.9,1
1663,YBL032W,0.9077447652816772,YBL032W,0.98,1.75,1
1664,YDL137W,0.359394371509552,YDL137W,0.0,9.22,1
1665,YNR035C,0.938322126865387,YNR035C,1.0,1.72,1
1666,YPR036W,0.9431414008140564,YPR036W,1.0,7.1,1
1667,YKL224C,0.1390639841556549,YKL224C,0.0,0.29,0
1668,YLL008W,0.9419798851013184,YLL008W,1.0,3.85,1
1669,YNL284C,0.36536335945129395,YNL284C,0.23,1.18,0
1670,YJL187C,0.5041157007217407,YJL187C,0.99,0.78,0
1671,YPL237W,0.9391183257102966,YPL237W,1.0,6.93,1
1672,YER142C,0.1777193248271942,YER142C,0.21,0.74,0
1673,YNL315C,0.22254501283168793,YNL315C,0.0,2.65,1
1674,YDR259C,0.17057716846466064,YDR259C,0.0,0.9,0
1675,YGL248W,0.359394371509552,YGL248W,0.0,0.7,0
1676,YHR117W,0.35916945338249207,YHR117W,0.51,0.87,1
1677,YMR252C,0.3045847713947296,YMR252C,0.39,1.24,0
1678,YGR124W,0.9407464861869812,YGR124W,1.0,8.22,1
1679,YDR282C,0.24772410094738007,YDR282C,0.0,1.06,0
1680,YDR209C,0.13722413778305054,YDR209C,0.0,1.21,0
1681,YOR135C,0.21784241497516632,YOR135C,0.0,1.14,0
1682,YHR085W,0.359394371509552,YHR085W,0.0,1.18,0
1683,YDR378C,0.7254915833473206,YDR378C,1.0,1.89,1
1684,YDR392W,0.1856278032064438,YDR392W,0.0,0.83,0
1685,YHR023W,0.5770741105079651,YHR023W,0.8,0.81,1
1686,YPL179W,0.26138678193092346,YPL179W,0.42,1.47,0
